Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
TSA_AR,standard,artificialNoAnomaly/art_daily_no_noise.csv,0.785693359375,-2.64,0,3404,24,0,4032
TSA_AR,standard,artificialNoAnomaly/art_daily_small_noise.csv,0.785693359375,-1.87,0,3411,17,0,4032
TSA_AR,standard,realTraffic/occupancy_t4013.csv,0.785693359375,1.72522152023,2,1875,0,248,2500
TSA_AR,standard,realKnownCause/rogue_agent_key_updown.csv,0.785693359375,-2.11,0,4034,1,530,5315
TSA_AR,standard,realKnownCause/nyc_taxi.csv,0.785693359375,-3.1846309122,2,8535,0,1033,10320
TSA_AR,standard,realTraffic/speed_t4013.csv,0.785693359375,1.76631783122,5,1871,0,245,2495
TSA_AR,standard,realTweets/Twitter_volume_KO.csv,0.785693359375,-1.13953718203,1,13514,0,1586,15851
TSA_AR,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.785693359375,-0.491438697362,1,3535,13,472,4730
TSA_AR,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.785693359375,-1.24714812266,1,3022,1,404,4032
TSA_AR,standard,realKnownCause/rogue_agent_key_hold.csv,0.785693359375,-2.22,0,1408,2,190,1882
TSA_AR,standard,realTweets/Twitter_volume_PFE.csv,0.785693359375,-4.0,0,13520,0,1588,15858
TSA_AR,standard,realTweets/Twitter_volume_AAPL.csv,0.785693359375,-0.492570623077,3,13561,3,1585,15902
TSA_AR,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,0.785693359375,0.851668124615,1,3025,0,402,4032
TSA_AR,standard,realAdExchange/exchange-4_cpc_results.csv,0.785693359375,-1.13387115179,1,1232,0,164,1643
TSA_AR,standard,realTraffic/speed_7578.csv,0.785693359375,3.63058413193,7,842,0,109,1127
TSA_AR,standard,artificialWithAnomaly/art_increase_spike_density.csv,0.785693359375,-2.25102438364,7,2995,30,396,4032
TSA_AR,standard,artificialWithAnomaly/art_daily_jumpsdown.csv,0.785693359375,-1.01783240079,1,3006,19,402,4032
TSA_AR,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.785693359375,-0.542812862038,2,3018,5,403,4032
TSA_AR,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.785693359375,-2.0,0,931,0,126,1243
TSA_AR,standard,realTweets/Twitter_volume_FB.csv,0.785693359375,-0.139758889138,1,13501,0,1581,15833
TSA_AR,standard,realTweets/Twitter_volume_AMZN.csv,0.785693359375,-2.13931041578,1,13501,0,1579,15831
TSA_AR,standard,realTweets/Twitter_volume_CVS.csv,0.785693359375,0.493431668955,2,13577,0,1524,15853
TSA_AR,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.785693359375,-0.691254918073,2,3018,8,400,4032
TSA_AR,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.785693359375,-0.138449197924,2,3026,0,400,4032
TSA_AR,standard,artificialWithAnomaly/art_daily_jumpsup.csv,0.785693359375,0.86067182427,2,3025,0,401,4032
TSA_AR,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.785693359375,-1.13793096429,5,3463,0,460,4621
TSA_AR,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.785693359375,-0.138449197924,1,3026,0,401,4032
TSA_AR,standard,realTraffic/TravelTime_387.csv,0.785693359375,-1.24598133079,2,1875,1,247,2500
TSA_AR,standard,realAdExchange/exchange-3_cpm_results.csv,0.785693359375,0.862098587352,2,1155,0,151,1538
TSA_AR,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.785693359375,0.730388796427,5,3538,9,469,4730
TSA_AR,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.785693359375,-1.32,0,3416,12,0,4032
TSA_AR,standard,realTweets/Twitter_volume_GOOG.csv,0.785693359375,0.158737868698,3,13660,0,1429,15842
TSA_AR,standard,realTraffic/occupancy_6005.csv,0.785693359375,-1.0,0,1784,0,239,2380
TSA_AR,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,0.785693359375,-1.18046254556,2,3005,20,401,4032
TSA_AR,standard,realTweets/Twitter_volume_IBM.csv,0.785693359375,-0.139761142953,2,13553,0,1588,15893
TSA_AR,standard,realKnownCause/machine_temperature_system_failure.csv,0.785693359375,-2.14209776851,1,19677,0,2267,22695
TSA_AR,standard,realKnownCause/ec2_request_latency_system_failure.csv,0.785693359375,-1.13759635579,1,3082,0,345,4032
TSA_AR,standard,realTweets/Twitter_volume_CRM.csv,0.785693359375,-1.13953970147,1,13559,0,1592,15902
Totals,,,,-41.2528373392,103,299056,291,33392,365558
