Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
LSTMCNnet,standard,realKnownCause/ambient_temperature_system_failure.csv,0.5,0.630415980076,20,5781,10,706,7267
LSTMCNnet,standard,realTraffic/speed_7578.csv,0.5,2.35286212172,33,829,13,83,1127
LSTMCNnet,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.5,0.356053107448,27,15801,0,1472,18050
LSTMCNnet,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,0.5,0.85712688145,5,3025,0,398,4032
LSTMCNnet,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.5,1.41965496812,17,3026,0,385,4032
LSTMCNnet,standard,realAdExchange/exchange-4_cpc_results.csv,0.5,0.279389313378,4,1228,4,161,1643
LSTMCNnet,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.5,-72.7353576542,72,2735,728,393,4621
LSTMCNnet,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.5,1.50651655532,4,3026,0,398,4032
LSTMCNnet,standard,artificialWithAnomaly/art_daily_nojump.csv,0.5,-1.0,0,3025,0,403,4032
LSTMCNnet,standard,realTweets/Twitter_volume_PFE.csv,0.5,-0.740548119168,26,13520,0,1562,15858
LSTMCNnet,standard,artificialNoAnomaly/art_flatline.csv,0.5,0.0,0,3428,0,0,4032
LSTMCNnet,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,0.5,1.35132403625,5,3023,3,397,4032
LSTMCNnet,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,0.5,-5.74617123185,110,2881,144,293,4032
Totals,,,,-77.0369178537,1310,297877,1470,32185,365558
